지점,일시,평균 기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 풍속(m/s),합계 강수량(mm),평균 전운량,최고 기온(°C),평균 습도(%),평균 해면기압(hPa),중하층 운량,최저 기온(°C)
41,2022-06-11,17.6,15.8,1014.3,1.8,0,10,20,89,1016.9,10,16.3
41,2022-06-12,18.3,15.8,1013.1,1.5,,10,24.5,86,1015.7,10,15.2
41,2022-06-13,17.1,15.8,1012.3,1.1,3,10,19.8,92,1014.9,10,16.2
41,2022-06-14,17,13.5,1012.7,2.6,.2,8.8,21.8,80,1015.3,8.4,14.8
41,2022-06-15,15.3,12.9,1006.7,1.5,0,10,18.2,86,1009.3,9.3,13.3
41,2022-06-16,18.8,15.4,1003.5,2,,4,25.1,82,1006.1,3.5,12.8
41,2022-06-17,24.4,16.3,1002.4,2.6,,2.8,32.8,64,1004.9,.3,14.6
41,2022-06-18,23.6,17.4,1003.5,2.1,0,6.4,31.1,69,1006.1,7,18.4
41,2022-06-19,25.1,19.2,1003.1,2.5,,1.9,33.3,71,1005.7,0,16.9
41,2022-06-20,25.5,18.7,1002.4,2.3,,.4,32.2,68,1004.9,,19.5
41,2022-06-21,23.8,19.8,1002.7,2.8,,5.4,30.8,80,1005.3,2.5,18.5
41,2022-06-22,23.5,21.1,1004.2,2.3,,10,28.3,87,1006.8,10,21.4
41,2022-06-23,21.7,20.9,998.6,1.4,45,10,24.8,95,1001.1,10,20.5
41,2022-06-24,25,19.2,991.3,3.6,5,5.6,32.1,73,993.8,6.3,19.4
41,2022-06-25,27.1,16.6,997.4,3.8,,4.9,32.9,54,999.9,7,21.1
41,2022-06-26,24.5,20.5,1003.2,2.5,14,9.3,31.6,80,1005.8,7.9,20.1
41,2022-06-27,23.5,21.8,1003.8,2,28,10,28.4,91,1006.4,9.8,21.8
41,2022-06-28,23.4,22.9,996.7,1.8,44,10,25.5,97,999.2,10,21.5
41,2022-06-29,27,22.9,997.3,3.9,46,6.4,33.1,80,999.8,4.6,22.3
41,2022-06-30,21.5,19.4,1006.5,2.5,0,9.8,25.2,88,1009.1,8.6,19.5
41,2022-07-01,22,20.4,1010.4,1.5,2.1,9.8,25.5,91,1013,8.8,19
41,2022-07-02,25.4,22.1,1009.3,2.5,,7.1,32.4,83,1011.8,6.1,21
41,2022-07-03,27.5,20.7,1004.6,3.1,,2.9,34.6,70,1007.2,1.5,21
41,2022-07-04,25.5,20.8,1002.6,2.6,,6.9,32.3,76,1005.1,2.5,20.1
41,2022-07-05,25.8,22,1003.6,2.9,,6.8,31.7,80,1006.2,4,22.4
41,2022-07-06,23.4,21.7,1007.1,1.8,0,10,25.1,90,1009.7,10,22.5
41,2022-07-07,23.5,22.4,1003.2,1.5,86,10,25,94,1005.8,10,21.9
41,2022-07-08,26.8,23.5,998,2,.1,8.4,32.2,83,1000.5,8.3,22.9
41,2022-07-09,24.8,22.7,1000,2,.3,9.3,29.6,88,1002.5,9.3,23.2
41,2022-07-10,23.4,21.9,1004,2.1,1,10,27.1,92,1006.6,10,21.6
41,2022-07-11,22,20.5,1005.7,2,42,10,25,91,1008.3,10,19.9
41,2022-07-12,23,20.9,1007.4,2,,9,28.1,88,1010,8.5,20
41,2022-07-13,20.3,19.2,1003.9,1.5,54.1,10,22.8,93,1006.5,10,19.2
41,2022-07-14,22.3,19.8,998.2,2.3,3,9,27.3,86,1000.7,8.1,18.6
41,2022-07-15,22.6,20.7,996,1.5,12,9.9,26.6,89,998.5,9.4,20.4
41,2022-07-16,20.5,19.1,997.4,1.9,32.6,10,23,92,999.9,10,18.9
41,2022-07-17,22.3,20.3,997.5,1.8,5.2,9.4,27.1,89,1000.1,8.8,19.4
41,2022-07-18,23.2,21.3,997.6,2.1,6.2,9.8,27.3,89,1000.1,9.8,21
41,2022-07-19,22.6,20.7,998.9,2,0,10,25.9,89,1001.4,10,20.8
41,2022-07-20,24.7,21.7,1001.9,2.3,0,10,29.9,84,1004.4,8.5,20.9
41,2022-07-21,22,20.8,1001.6,1.6,19,10,24.5,93,1004.2,10,20.4
41,2022-07-22,23.5,21,1003.1,1.8,16,7,28.1,86,1005.7,6.8,19.3
41,2022-07-23,23,21,1003.9,2.1,.3,10,26,88,1006.4,10,21.5
41,2022-07-24,21.5,19.8,1002.8,1.9,6,9.5,23.5,90,1005.3,9.5,20.2
41,2022-07-25,24.2,21.6,1005.6,2,,5.1,30.1,86,1008.1,2.6,19.2
41,2022-07-26,25.3,21.3,1008.1,2.4,,9.8,29.1,79,1010.7,7.5,22.2
41,2022-07-27,25.5,22.5,1009.1,2,,7.8,29.6,84,1011.7,6.5,22.5
41,2022-07-28,25.5,22.4,1010.8,2.4,,8.9,29.6,83,1013.3,8.3,22.6
41,2022-07-29,25.7,22.6,1011.5,1.8,0,7.4,30.2,83,1014,7.5,22.4
41,2022-07-30,26.2,23.8,1009.8,2.3,,8.6,30.3,87,1012.3,8.4,23.2
41,2022-07-31,25.2,24,1006.6,1.1,11.1,10,27.6,93,1009.1,10,24.2
41,2022-08-01,25,23.7,1004,1.9,30,8.6,27.6,93,1006.5,10,23.3
41,2022-08-02,24.7,23.7,1004.8,1.5,35,7.8,27,94,1007.3,8.5,23.5
41,2022-08-03,26.6,24.3,1004.3,1.9,26,5.4,33.5,88,1006.8,5.5,22.9
41,2022-08-04,26.9,23.9,1004.5,2.1,,5.5,32.6,84,1007.1,1.3,21.5
41,2022-08-05,27.9,24.2,1000.9,2.4,0,6.5,34.6,82,1003.4,2.3,23
41,2022-08-06,28,23.9,1000.6,2.6,,4.9,34.2,80,1003.1,1,22.5
41,2022-08-07,25.3,23.9,1001.5,1.5,62,9.3,29.1,92,1004,7.5,23.5
41,2022-08-08,28.4,24.8,998.6,1.8,21,8.1,34.6,82,1001.1,6.4,23.9
41,2022-08-09,23.3,21.6,1002.9,1.4,4,7.5,28.3,91,1005.5,9.8,20.6
41,2022-08-10,23.6,18.5,1003,2.1,,2.5,30.1,76,1005.5,,18.3
41,2022-08-11,24,19.8,1000.5,2.5,,.5,30.9,79,1003,,17.7
41,2022-08-12,25,20.8,1001.9,2.5,,5.4,31.6,79,1004.4,5,18.7
41,2022-08-13,25,22.5,1002.7,1.8,0,8.8,29.8,86,1005.2,7.8,21.5
41,2022-08-14,25,22.2,1003.1,2.1,0,7.3,30.2,85,1005.7,7.3,21.6
41,2022-08-15,22,21.1,993.9,1.5,128,9.8,24,95,996.4,8.8,20.4
41,2022-08-16,23.9,21.5,999.6,2,,8,27.6,87,1002.1,8,21.5
41,2022-08-17,22.3,19.5,1006.1,1.9,0,8.8,26.2,84,1008.7,10,19.7
41,2022-08-18,23.5,19.9,1003.7,2.5,,4.4,30,81,1006.2,2.5,17.3
41,2022-08-19,22.6,21.3,998,1.8,5,7.8,26,92,1000.6,7.4,21.3
41,2022-08-20,23.7,20.4,1000.2,2.6,,4,28.8,83,1002.7,5,18.6
41,2022-08-21,23.4,20.2,1003.1,2.4,,2.5,28.9,83,1005.7,1.8,17.2
41,2022-08-22,23.5,21.1,1000.2,2,.5,7.5,26.6,87,1002.7,10,20.9
41,2022-08-23,22.6,16.3,1002.9,3.8,,.8,29.2,69,1005.5,,18.6
41,2022-08-24,21.8,18.1,1007.3,2.4,,5.9,27.6,80,1009.9,3.5,17.4
41,2022-08-25,22.7,16.9,1002.2,2.9,,5.9,29.8,72,1004.7,2.8,16.7
41,2022-08-26,20.4,15.9,1002.3,2.5,4,5,28.3,78,1004.9,4.4,15.5
41,2022-08-27,19.7,10,1005.3,3.3,0,.4,26.6,55,1007.9,,14.4
41,2022-08-28,19.1,12.6,1012.9,3.1,,5.3,26.6,69,1015.5,5.6,11.4
41,2022-08-29,17.5,15.3,1013.6,2.8,4,9,20.5,87,1016.2,8.9,16
41,2022-08-30,17.9,15.7,1010.3,1.9,0,9.8,21.9,87,1012.9,9.8,14.6
41,2022-08-31,20.2,17,1007.6,2.4,,5.9,26.5,83,1010.2,1.6,14.4
41,2022-09-01,22.3,16.3,1010.3,2,,0,31.6,73,1012.9,,14.6
41,2022-09-02,20.7,16.6,1016.7,2.8,,5.4,27.2,78,1019.3,4.3,15.5
41,2022-09-03,20.6,16.7,1015.4,2.6,,4.5,26.6,80,1018,2.5,15
41,2022-09-04,17.1,16,1009.6,2.3,55,9,21.5,93,1012.2,8.5,15.6
41,2022-09-05,17.6,16.9,1006.4,1.3,21,8.8,20,95,1009,10,14.6
41,2022-09-06,20.4,14.3,1000.6,2.4,13,4.9,27.9,73,1003.2,5.5,15.7
41,2022-09-07,22.1,13.4,1009.7,2.5,,0,30.5,60,1012.3,,11.9
41,2022-09-08,20.5,14.6,1015.6,3,,0,29.6,72,1018.2,,13
41,2022-09-09,20.6,16.5,1016.2,2.6,,3.4,28.1,79,1018.8,0,13.4
41,2022-09-10,20.4,16.9,1017.6,2.3,,6.6,27.1,82,1020.2,2.5,15.5
41,2022-09-11,21.1,18.4,1014.6,2,,7.9,27.3,86,1017.2,5.6,16.2
41,2022-09-12,22,18.6,1011.5,1.9,,4.3,28.3,82,1014.1,2.4,16.9
41,2022-09-13,22.5,19.5,1015.6,2,,8.8,28.6,83,1018.2,3.3,17.1
41,2022-09-14,21.3,18.5,1018.8,2.1,0,10,24.8,85,1021.4,10,19
41,2022-09-15,20.5,17.4,1013.1,1.8,,10,24.9,83,1015.7,9.8,17.8
41,2022-09-16,18.3,17,1008.5,2.3,25,10,21.2,92,1011.1,10,16.9
41,2022-09-17,22.2,19.7,1005,1.9,10,5.6,28.2,87,1007.5,5.8,17.2
41,2022-09-18,22.5,20.4,1004.5,2.4,,4.4,28.6,89,1007,5,17.9
41,2022-09-19,20,15.9,1003.6,2.9,,4.3,25,78,1006.2,5.7,16
41,2022-09-20,15.7,7.4,1011.1,4.3,,.4,21.1,60,1013.7,,9.1
41,2022-09-21,15.6,11.2,1014.8,3.1,,1.5,23.3,77,1017.5,,7.9
41,2022-09-22,17.1,12.5,1012.8,2.8,,4.5,24,76,1015.4,.8,10.8
41,2022-09-23,16.1,10.5,1005.2,3.5,1,7.5,20.7,71,1007.8,6.8,14.5
41,2022-09-24,18.8,8.7,1009.5,3.8,,0,26.9,54,1012.1,,11.9
41,2022-09-25,16.5,12.1,1012.8,2.5,,3.4,24,76,1015.5,2,10.9
41,2022-09-26,16.9,12,1013.6,3,,.8,25.8,75,1016.2,,9
41,2022-09-27,17.1,13.4,1013.7,2.6,,0,26,80,1016.4,,9.7
41,2022-09-28,18.6,14.3,1009.6,2.1,,.4,28,79,1012.2,,11.2
41,2022-09-29,18.5,13.4,1009.9,2.8,,0,27.9,75,1012.5,,10.9
41,2022-09-30,19.1,13.4,1010,1.9,,1,29.5,73,1012.6,,10.4
41,2022-10-01,20.7,14.3,1012.1,2.3,,4.8,31.6,71,1014.7,5.8,12.7
41,2022-10-02,17.2,15.7,1015.9,1.6,10,9.8,20.5,91,1018.5,9.5,14.9
41,2022-10-03,17.9,16.2,1009.7,1.6,15,10,23.3,90,1012.3,9.3,14.3
41,2022-10-04,13.8,13,1012.2,1.9,10,10,19,95,1014.9,10,10.5
41,2022-10-05,9.3,7.8,1020.4,1.5,4,9.8,11.3,91,1023.1,8.8,7.5
41,2022-10-06,9.7,7.2,1020.7,2.3,.5,8.4,12.7,86,1023.4,7.5,6.4
41,2022-10-07,11.5,8.8,1019.1,2,0,8.9,16.4,84,1021.8,8,7.1
41,2022-10-08,12.1,9.8,1022.9,2.5,0,8,16.2,87,1025.6,5.9,7.4
41,2022-10-09,12.2,10.8,1014.7,2.8,14,10,17.9,91,1017.4,10,9.6
41,2022-10-10,10,3.7,1002.7,5.3,10,3.3,12.9,67,1005.4,2.2,6.2
41,2022-10-11,14.4,2.7,1013.4,4.3,,1.8,22.2,48,1016,,8.9
41,2022-10-12,12.3,8.2,1024,2.9,,.4,20.8,78,1026.7,,5.1
41,2022-10-13,13.5,10.4,1022,2.1,,3.1,21.3,83,1024.6,0,6.9
41,2022-10-14,13.5,11.4,1017.7,2,,8.3,19,88,1020.4,6.3,8.3
41,2022-10-15,14.5,11.4,1016.9,2.3,,5.3,22,83,1019.5,1.3,7.9
41,2022-10-16,13.6,10.7,1014.3,2,,6.5,19.5,84,1016.9,5.8,9.1
41,2022-10-17,11.5,1.2,1013.9,3.8,,.8,17.3,52,1016.6,,6.1
41,2022-10-18,8.2,1.2,1017.8,2.6,,0,16.4,64,1020.6,,1.6
41,2022-10-19,8.9,2.6,1020.4,3.1,,0,18.1,68,1023.1,,1.3
41,2022-10-20,12.6,4.7,1020.1,2.9,,3.3,25.8,62,1022.8,0,2.4
41,2022-10-21,16.1,6.6,1015.6,4.8,,3.9,24.8,57,1018.2,4,8.3
41,2022-10-22,17.8,7.9,1014.3,3.9,,2.6,23.9,53,1016.9,,12.9
41,2022-10-23,11.2,3.3,1016.3,3.4,,1.4,17.9,61,1019,,5.1
41,2022-10-24,8,-.5,1020,3.1,,1.1,15.6,57,1022.7,,2.2
41,2022-10-25,7.2,1.6,1026.2,2.5,,0,14.6,70,1029,,.3
41,2022-10-26,10.3,5.1,1022.3,1.9,,3.4,20.1,73,1025,.8,2.1
41,2022-10-27,13.4,8.6,1021.8,2.9,,5.9,20.3,74,1024.5,4.1,6.8
41,2022-10-28,12.3,8.1,1025.6,2.4,0,8.8,17.3,76,1028.3,7.4,9.2
41,2022-10-29,12.2,8.7,1025.2,1.8,,7.9,17.4,80,1027.9,7.9,7.5
41,2022-10-30,12.3,9.3,1024.3,2.3,,8.8,17.4,82,1027,7.1,7.5
41,2022-10-31,12.8,10.2,1021.4,1.8,,8,16.7,85,1024.1,7,9.9
41,2022-11-01,12.8,3.7,1016.6,3.3,,.6,21.5,61,1019.2,,6.9
41,2022-11-02,10.8,3.8,1016.1,2.4,,2.3,17.8,63,1018.8,2.8,4.2
41,2022-11-03,9.3,-1.4,1013.6,2.9,,3.4,16.5,52,1016.3,3,4.7
41,2022-11-04,6.4,-8.3,1017.3,4.9,,.4,13.1,35,1020,,1.8
41,2022-11-05,7.4,-5.5,1018.3,3.4,,0,16.7,43,1021,,-2.5
41,2022-11-06,7.6,-1.8,1019.6,2.5,,4.3,16.1,55,1022.3,3.6,.1
41,2022-11-07,7.7,3.7,1018,1.6,0,6,14.3,76,1020.8,7,2.6
41,2022-11-08,7.5,1.1,1019.9,2.8,,0,16.6,68,1022.6,,.7
41,2022-11-09,10,2,1018.4,3.1,,2,20.7,62,1021.1,1,.3
41,2022-11-10,11.3,4.8,1021.6,2,,8.4,18.9,65,1024.3,7,5.2
41,2022-11-11,12,9,1023.9,1.4,,8.6,17.8,83,1026.6,7.3,8.6
41,2022-11-12,12.4,9.4,1011.6,2,8,7.9,19,83,1014.2,5.5,6.4
41,2022-11-13,11.7,6.7,1011.7,2.6,2,7.1,15.9,72,1014.4,6.6,9.1
41,2022-11-14,8.4,5.3,1013.2,2,2,5.4,13.3,82,1015.9,7.8,3.6
41,2022-11-15,6.6,-.6,1010.9,3.3,,.1,14.9,65,1013.7,,-1
41,2022-11-16,7,-1.8,1014.1,2.8,,0,15.3,57,1016.8,,-.3
41,2022-11-17,7,1.2,1018.8,2,,0,15.6,69,1021.6,,-.5
41,2022-11-18,9.4,3.3,1021.9,2.3,,2.1,19.7,69,1024.7,,2.6
41,2022-11-19,8.8,6.7,1022.1,1.8,.3,7,11.5,87,1024.8,7,4.2
41,2022-11-20,8.2,5.5,1017.2,1.9,,3.6,15.5,84,1019.9,.8,3
41,2022-11-21,9.3,1.3,1016.3,3.8,,.3,17.9,62,1019,,2.5
41,2022-11-22,6.3,4.1,1020.8,2,1,8.5,8.9,86,1023.5,9.5,2
41,2022-11-23,8.5,6.8,1015.7,1.4,3.1,7.6,13.1,89,1018.4,9.3,5.9
41,2022-11-24,7.4,4.1,1016.3,2.3,,1,13.9,81,1019.1,,2.8
41,2022-11-25,10.6,5.7,1007.8,3.5,0,5.4,19.6,74,1010.5,6,3.3
41,2022-11-26,5.1,-7.6,1011.6,4.3,,0,11.2,41,1014.4,,-1.8
41,2022-11-27,1.9,-5.2,1017.8,1.9,,7.3,6.5,61,1020.6,8.3,-5
41,2022-11-28,4.4,2.8,1014,1.6,26,10,5.6,90,1016.7,10,2.7
41,2022-11-29,5.9,-3.5,1009.2,3.8,4,5.1,13,59,1012,5.2,-2.1
41,2022-11-30,-5.7,-18.2,1023.7,4.4,,.4,-.4,37,1026.6,,-9.4
41,2022-12-01,-5.8,-18.7,1024.4,2.8,,0,-.1,36,1027.3,,-10.7
41,2022-12-02,-4.4,-13.3,1023.8,3,,2.5,2.8,54,1026.7,,-12.6
41,2022-12-03,-.7,-8,1018.8,3.8,0,3.4,7.1,62,1021.6,3.8,-6.3
41,2022-12-04,-3.5,-15.8,1024.6,3.8,,.5,1.7,40,1027.4,,-7.6
41,2022-12-05,-3.2,-13.8,1023,3.4,,0,4.7,48,1025.8,,-11.2
41,2022-12-06,-2.4,-12.7,1016.3,4,,0,4.1,48,1019.2,,-10.2
41,2022-12-07,2.3,-12.2,1015.7,3.8,,0,8.2,34,1018.5,,-2.2
41,2022-12-08,1,-8,1020,2.9,,.4,8.2,52,1022.7,,-6.2
41,2022-12-09,1.2,-9,1017.2,2.6,,0,9.4,49,1020,,-5.9
41,2022-12-10,-.2,-8.7,1017,2.6,,4.5,8.1,54,1019.8,3,-5.4
41,2022-12-11,-.2,-6.2,1019.8,2.3,,0,7.3,66,1022.6,,-6.2
41,2022-12-12,.3,-3.7,1014.1,1.8,,7.9,5.9,75,1016.9,7.1,-4.3
41,2022-12-13,-1.7,-12.1,1010.6,5,0,2.4,2.3,47,1013.4,4,-9.4
41,2022-12-14,-8.7,-21.5,1018.4,4,0,0,-4,35,1021.3,,-12.8
41,2022-12-15,-6.5,-16.8,1018.1,3.4,,.4,2,47,1020.9,,-14.2
41,2022-12-16,-7.1,-17.7,1023.2,2.9,,1.3,1.7,46,1026.1,,-14.5
41,2022-12-17,-8.7,-19.7,1019.1,4.1,,.8,-3.3,43,1022,,-13.2
41,2022-12-18,-9.8,-22,1014.9,3.8,,0,-4.9,37,1017.8,,-14.2
41,2022-12-19,-8.2,-20.2,1018.7,3.6,,0,-1,39,1021.6,,-16.4
41,2022-12-20,-5.8,-15.7,1020.7,2.6,,4.9,2.1,47,1023.6,4,-14.2
41,2022-12-21,-2.8,-5.5,1007.8,1.9,2.1,5.1,2.2,82,1010.6,6.8,-6.6
41,2022-12-22,-7,-17.2,999.9,7.4,,0,-3.3,44,1002.7,,-10.3
41,2022-12-23,-8.4,-19.1,1001.9,8.3,,7.1,-3.8,42,1004.7,7.8,-13.6
41,2022-12-24,-4.1,-9.8,1012.8,2.4,,3.4,4.3,65,1015.6,2.2,-11.5
41,2022-12-25,-1.4,-8.9,1015.8,3.4,,0,6.5,59,1018.7,,-8.6
41,2022-12-26,-3.9,-8,1020.4,2.6,,1,3.8,74,1023.3,,-9.8
41,2022-12-27,-3.5,-7.8,1022.5,1.9,,0,3.9,73,1025.4,,-9.6
41,2022-12-28,-4.3,-13,1021.2,4.1,,.4,1.1,53,1024,,-9.3
41,2022-12-29,-5.1,-13.8,1024.8,3.3,,0,2.5,52,1027.6,,-13.2
41,2022-12-30,-4.7,-10.9,1025.1,3.1,,0,3.7,64,1027.9,,-11.6
41,2022-12-31,-2.1,-11.1,1021.6,4.6,,0,7,55,1024.4,,-11
41,2023-01-01,-1.5,-16.5,1022.5,4.8,,0,4.8,36,1025.3,,-8.4
41,2023-01-02,-3.9,-15.3,1023.6,3.1,,0,4.9,43,1026.4,,-12
41,2023-01-03,-3.7,-15.5,1021.6,3.5,,0,5.5,42,1024.5,,-11.3
41,2023-01-04,-4.6,-13.8,1023.3,2.8,,0,5.1,51,1026.1,,-12.6
41,2023-01-05,-3.2,-11.8,1023.8,2.8,,0,6.1,53,1026.7,,-10.6
41,2023-01-06,-1.6,-7.9,1017.1,2.3,,7.3,5.3,63,1019.9,7.7,-9
41,2023-01-07,-.4,-1.5,1013.7,1.8,.7,5.3,4.5,92,1016.5,7.8,-3.6
41,2023-01-08,-1.5,-5.1,1017.9,1.9,,2.1,5.6,78,1020.7,,-6.9
41,2023-01-09,0,-6.9,1020,3.3,,0,8.8,63,1022.8,,-5.9
41,2023-01-10,-1.9,-8.4,1023,2.5,,0,6.6,63,1025.9,,-8.5
41,2023-01-11,1.9,-6.4,1017.1,2.3,,2.5,13.4,57,1019.9,2.3,-6.7
41,2023-01-12,4.8,-4,1017.1,2,,4.8,14.9,56,1019.9,6.2,-1.8
41,2023-01-13,3.7,.7,1011.1,1.8,1,6.8,9.2,82,1013.8,8.5,.7
41,2023-01-14,.9,0,1016,1.9,5,10,4.3,94,1018.8,10,-2.1
41,2023-01-15,-3.5,-4.6,1017.3,1.5,3.1,9.8,-.5,92,1020.2,9.8,-5.1
41,2023-01-16,-6.8,-9.7,1019.2,2,0,.8,-.3,81,1022.1,,-11.7
41,2023-01-17,-6.8,-11.3,1019.9,2.3,,3.5,1,74,1022.7,1.5,-13.7
41,2023-01-18,-6.9,-11.4,1021.1,2.1,,0,2.2,72,1024,,-12.8
41,2023-01-19,-4.3,-7.4,1016.7,2.1,,2.3,2.8,80,1019.5,3.5,-12.1
41,2023-01-20,-4.6,-14.1,1018.9,3.9,,0,.9,50,1021.7,,-9.3
41,2023-01-21,-8.2,-14.4,1024.9,2.5,,0,.3,62,1027.8,,-16.6
41,2023-01-22,-4.6,-7.7,1023,1.4,0,6.8,2,80,1025.9,7.2,-11
41,2023-01-23,-5.1,-10.4,1018.4,2.9,0,4.4,2.8,70,1021.3,5.5,-11.1
41,2023-01-24,-14.5,-25,1019.9,8.3,,0,-10.4,41,1022.9,,-19.1
41,2023-01-25,-11,-20.1,1021.6,3.4,,0,-2.7,49,1024.6,,-20.2
41,2023-01-26,-8.1,-12.9,1018.7,2.8,,2.1,-.3,70,1021.6,.8,-15.1
41,2023-01-27,-8.6,-16.8,1015.8,5.3,,0,-2,56,1018.7,,-14.1
41,2023-01-28,-7.4,-17,1015.1,3.3,,0,-.2,47,1018,,-16.1
41,2023-01-29,-6.2,-11.5,1013,2.5,,1.6,1,66,1015.8,,-13.8
41,2023-01-30,-3.3,-11,1016.7,2.5,,0,4.1,57,1019.5,,-11.1
41,2023-01-31,-4.1,-6.9,1012.1,1.6,.1,4.6,3,81,1014.9,6.8,-10.3
41,2023-02-01,-1.2,-9.9,1013.7,4.4,,0,4.5,58,1016.5,,-7.9
41,2023-02-02,-2.4,-13.3,1022.1,4.5,,4,3.5,45,1024.9,0,-6.5
41,2023-02-03,-2.7,-8.2,1019.7,2.3,,4.6,3.6,67,1022.5,1.8,-8
41,2023-02-04,-2.2,-9.5,1018,3,,0,5.3,62,1020.9,,-10.4
41,2023-02-05,.4,-9.1,1017.6,4.1,,1.8,8.2,51,1020.4,,-9.3
41,2023-02-06,1.4,-5.2,1016.8,2.3,,4.1,9.8,63,1019.5,.6,-4.6
41,2023-02-07,.9,-.9,1019.9,1.6,,8.8,4.6,88,1022.7,10,-3.6
41,2023-02-08,1.8,-7.3,1021.5,2.5,,2.5,7.6,58,1024.3,,-4.1
41,2023-02-09,-.5,-6.6,1026.8,2.4,0,6.8,4.6,64,1029.6,6.7,-7.1
41,2023-02-10,1.4,-.6,1017.7,1.6,.1,5.1,6.6,87,1020.5,7.8,-1.8
41,2023-02-11,1.2,-2,1018.1,2,,2.4,7.6,81,1020.9,,-4.3
41,2023-02-12,2.1,-1.3,1020.2,1.9,,7.5,7.6,79,1023,10,-3.2
41,2023-02-13,.5,-.4,1019.5,1.4,.8,9.1,2.8,94,1022.3,9.1,-1.2
41,2023-02-14,-.9,-9.9,1021.5,3.6,0,.8,4.6,52,1024.3,,-6
41,2023-02-15,-1.8,-5.6,1028.3,2.4,0,7.5,3,76,1031.2,6.3,-5
41,2023-02-16,.7,-4.2,1024.9,2.8,,3,6.6,71,1027.7,2.5,-5.3
41,2023-02-17,3.4,-3.6,1021,4.1,,4.3,10.2,62,1023.8,4.4,-4.5
41,2023-02-18,3.9,-1.8,1015.4,2,,9.3,10.7,68,1018.1,9.3,-1.8
41,2023-02-19,3.4,-4.5,1010.5,3.8,,2.6,8.2,61,1013.3,5,-1.4
41,2023-02-20,-1.5,-14.8,1021,4.6,,.1,3,36,1023.8,,-4.8
41,2023-02-21,-2.7,-12.3,1030,3.4,,0,3.4,49,1032.9,,-9.6
41,2023-02-22,-.3,-8,1023.2,1.8,,5.3,7,60,1026,3.6,-8.7
41,2023-02-23,4,-4.4,1017,3.4,,0,10.8,55,1019.7,,-4.5
41,2023-02-24,2.9,-10.7,1020,3.9,,0,8.7,38,1022.8,,-3.6
41,2023-02-25,1.5,-14.5,1027.2,4.5,,0,8.2,30,1030,,-5
41,2023-02-26,2.1,-9,1029.9,3,,0,11.2,46,1032.7,,-6.1
41,2023-02-27,5.3,-6.8,1025.7,3.4,,0,16.4,47,1028.5,,-4.9
41,2023-02-28,7.8,-3.7,1018,5.5,,4.1,14.3,44,1020.7,3.6,2.8
41,2023-03-01,4.1,-5.8,1016.5,3.9,,3.3,11.6,53,1019.3,,-1.4
41,2023-03-02,2.6,-12.9,1020.2,4.1,,0,8.7,31,1023,,-2.1
41,2023-03-03,6.1,-6.1,1018.9,3.5,,0,16.6,45,1021.6,,-3.7
41,2023-03-04,4.1,-.8,1025.9,2.9,,0,11.1,73,1028.6,,-2
41,2023-03-05,6.7,-.2,1022.2,2.9,,0,14.4,66,1024.9,,-3.3
41,2023-03-06,9.4,-.6,1015.5,3,,3.6,18.6,54,1018.2,0,-.7
41,2023-03-07,8.8,2.5,1013.3,2.6,,1.6,18.4,67,1016,,2.1
41,2023-03-08,9.6,2.2,1013.4,2.5,,4.8,19.5,62,1016.1,8.8,1.9
41,2023-03-09,5,3.4,1013,1.8,4,6.6,10.6,90,1015.7,8,.7
41,2023-03-10,5.4,4.1,1017.1,1.1,,10,7.5,91,1019.9,10,3.2
41,2023-03-11,6.2,5.3,1020.3,1.8,.1,10,7.5,94,1023.1,10,4.8
41,2023-03-12,1.9,-.8,1015.1,3.4,14,7.5,5,85,1017.9,10,-1.5
41,2023-03-13,.7,-9.5,1015.1,3.8,,1.5,7,48,1017.8,,-4.4
41,2023-03-14,4,-.7,1013.1,2.4,,4.5,11.8,72,1015.8,6.8,-2
41,2023-03-15,7.1,.7,1012.4,3.1,,4,16.2,68,1015.1,5.3,.7
41,2023-03-16,5,-10.8,1022.5,3.6,,1.4,10.2,32,1025.3,,1.1
41,2023-03-17,3,-6.3,1020.8,2.9,,1.4,10.9,54,1023.6,,-3.6
41,2023-03-18,5.8,-4.2,1014.1,3.1,,1.5,14,52,1016.9,,-1.8
41,2023-03-19,8.1,-3.5,1013.6,3.3,,.5,17.9,47,1016.3,,-.2
41,2023-03-20,11.1,-2.2,1009.9,3.9,,0,20.5,44,1012.5,,.2
41,2023-03-21,11,.5,1008.3,1.9,,1.9,21.3,51,1010.9,,3.5
41,2023-03-22,10,3,1008,1.6,,6.8,17.1,63,1010.7,8,2.6
41,2023-03-23,9.4,4.8,1007.3,2.8,,7.1,14.8,74,1010,3.3,5.6
41,2023-03-24,5.2,.6,1015.7,2.5,,8.1,8.1,73,1018.5,8.8,2.1
41,2023-03-25,5.3,1.5,1018.6,2.3,,9,8.2,77,1021.4,9,2.4
41,2023-03-26,5.2,1.9,1014.9,2.6,,1.5,11.2,81,1017.6,,-.6
41,2023-03-27,5.5,.1,1017.1,2.8,,2.8,13.2,72,1019.8,.8,-1
41,2023-03-28,8.4,.3,1018.4,3.3,,.4,17.6,61,1021.1,,-1.3
41,2023-03-29,8.6,1.1,1017.3,2.4,,2.6,17.7,63,1020,,.2
41,2023-03-30,15.7,3.5,1011.6,4.3,,0,24.8,48,1014.2,,2.7
